,광역시도,시군구,20~39세계,20~39세여자,65세이상계,인구수계,인구수남자,인구수여자,소멸비율,소멸위기지역,ID,y,x,여성비,2030여성비
49,경기,일산동구,72176,38009,32677,274192,131746,142446,2.3263457477736633,0,고양 일산동,2,4,1.9511874890587588,2.6615495455553084
50,경기,일산서구,68555,35939,33499,280312,134373,145939,2.1456759903280695,0,고양 일산서,3,3,2.0630583064585206,2.423601487856464
51,경기,장안구,71455,34506,32574,262957,130792,132165,2.118622214035734,0,수원 장안,10,6,0.2610693003038511,-1.7094674970261015
52,경기,중원구,59573,28801,30171,208514,104312,104202,1.9091843160650956,0,성남 중원,7,8,-0.026377125756543718,-1.6542729088681096
53,경기,처인구,63708,30645,31962,237751,120595,117156,1.9175896376947625,0,용인 처인,9,9,-0.7232356541087115,-1.8977208513844435
54,경기,파주시,108645,53801,55828,420588,209760,210828,1.9273841083327363,0,파주,2,3,0.12696510599446986,-0.4800036817156794
55,경기,팔달구,49683,24039,23997,166215,82671,83544,2.0035004375546945,0,수원 팔달,11,6,0.26261167764641824,-1.615240625566089
56,경기,평택시,133390,62961,56414,477029,243253,233776,2.2321055057255292,0,평택,11,4,-0.9933358349282773,-2.7993102931254232
57,경기,포천시,29729,13697,24626,135779,70116,65663,1.1124015268415497,0,포천,1,6,-1.6397970231037173,-3.927141848027177
58,경기,하남시,71746,36174,31299,254528,126779,127749,2.3115115498897727,0,하남,3,9,0.1905487804878092,0.41953558386530476
59,경기,화성시,229274,111668,64048,768956,393408,375548,3.4870097426929805,0,화성,9,3,-1.1613148216542968,-1.2949571255353842
60,경남,거제시,58101,27750,23216,232585,120346,112239,2.390592694693315,0,거제,22,8,-1.742803706171936,-2.2383435741209268
61,경남,거창군,9445,4421,15425,56403,27277,29126,0.57322528363047,1,거창,16,6,1.6390972111412494,-3.1921651667548954
62,경남,고성군,7352,3285,14272,46838,23118,23720,0.4603419282511211,1,고성(경남),22,7,0.6426405909731425,-5.3182807399347105
63,경남,김해시,129227,63358,52747,509414,254664,254750,2.4023356778584564,0,김해,20,9,0.008441071505693731,-0.971546193906847
64,경남,남해군,4833,2145,14868,39237,18754,20483,0.2885391444713479,1,남해,22,6,2.2032775186686004,-5.6176288019863465
65,경남,마산합포구,39662,18743,32949,168372,83102,85270,1.137697653950044,0,창원 합포,19,8,0.6438125103936487,-2.743179869900658
66,경남,마산회원구,42074,20180,29609,183517,91161,92356,1.3630990577189368,0,창원 회원,21,7,0.32558291602412526,-2.0368873888862495
67,경남,밀양시,16579,7788,26056,96207,46631,49576,0.5977893767270495,1,밀양,17,8,1.5305539097986598,-3.024911032028471
68,경남,사천시,20869,9440,21648,103059,51358,51701,0.8721359940872137,1,사천,21,6,0.1664095324037662,-4.76544156404236
69,경남,산청군,3993,1858,11163,31311,15203,16108,0.33288542506494667,1,산청,19,5,1.4451790105713624,-3.4685699974956186
70,경남,성산구,56762,27247,15873,207933,104555,103378,3.4331254331254333,0,창원 성산,20,7,-0.2830238586467748,-1.9978154399069803
71,경남,양산시,85945,42376,41056,329721,163340,166381,2.064302416212003,0,양산,19,7,0.4611474549695016,-0.6940485194019408
72,경남,의령군,3323,1579,8713,23911,11453,12458,0.3624469183977964,1,의령,18,7,2.1015432227844966,-2.4826963587120057
73,경남,의창구,65290,30864,28161,242721,122271,120450,2.1919676147864067,0,창원 의창,20,6,-0.3751220537159927,-2.727829682952981
74,경남,진주시,81837,39596,52845,332208,163346,168862,1.4985712934052418,0,진주,18,6,0.8302027645330612,-1.6160172049317523
75,경남,진해구,45710,21823,24374,183583,92993,90590,1.7906785919422334,0,창원 진해,20,8,-0.6544723639988426,-2.2577116604681704
76,경남,창녕군,9435,4282,16795,56181,27648,28533,0.5099136647811848,1,창녕,17,7,0.7876328296043122,-4.6157922628510875
77,경남,통영시,24459,11797,22350,122162,60826,61336,1.0556599552572707,0,통영,21,8,0.20873921514055205,-1.7682652602314053
78,경남,하동군,5499,2433,13811,40744,19901,20843,0.3523278546086453,1,하동,20,5,1.155998429216576,-5.755591925804692
79,경남,함안군,10996,5216,13955,60079,29988,30091,0.747545682551057,1,함안,19,6,0.08572046805039868,-2.5645689341578737
80,경남,함양군,4844,2274,11805,35496,16980,18516,0.3852604828462516,1,함양,17,6,2.1636240703177823,-3.0553261767134576
81,경남,합천군,5071,2298,15547,40085,19085,21000,0.29561973371068373,1,합천,16,7,2.3886740676063334,-4.6834943798067465
82,경북,경산시,70122,32956,39828,255939,127793,128146,1.6549161393994174,0,경산,12,11,0.06896174479075201,-3.0019109551923773
83,경북,경주시,51111,23620,50746,239382,119114,120268,0.9309108107042919,1,경주,12,12,0.2410373378115338,-3.786856058382737
84,경북,고령군,4501,2074,8819,29019,14552,14467,0.4703481120308425,1,고령,13,9,-0.14645577035735102,-3.9213508109309068
85,경북,구미시,116063,54585,35323,396338,201545,194793,3.090620841944342,0,구미,10,10,-0.8517982126366896,-2.9695079396534654
86,경북,군위군,2621,1141,8360,20861,10491,10370,0.27296650717703347,1,군위,11,10,-0.29001486026556944,-6.4669973292636405
87,경북,김천시,27713,13073,29105,129665,63978,65687,0.8983336196529806,1,김천,11,9,0.6590058998187653,-2.827193014108903
88,경북,남구,49270,22812,35726,221143,112611,108532,1.2770531265744836,0,포항 남구,11,12,-0.9222539261925566,-3.7000202963263673
89,경북,문경시,10167,4766,19266,64832,31547,33285,0.49475760406934494,1,문경,8,10,1.3403874629812407,-3.122848431198977
90,경북,봉화군,3568,1684,10308,28857,14309,14548,0.32673651532790066,1,봉화,8,11,0.4141109609453464,-2.802690582959644
91,경북,북구,56621,27263,41106,254864,125439,129425,1.3264730209701747,0,포항 북구,10,12,0.7819856864837771,-1.8500203104855062
92,경북,상주시,14788,6635,27712,90827,44325,46502,0.4788539260969977,1,상주,11,8,1.198432184262388,-5.132539897213956
93,경북,성주군,6021,2663,11890,38006,19264,18742,0.4479394449116905,1,성주,13,11,-0.6867336736304797,-5.771466533798375
94,경북,안동시,30402,14428,34890,148890,73525,75365,0.8270564631699627,1,안동,9,10,0.6179058365236134,-2.5425958818498797
95,경북,영덕군,4489,2086,12502,33715,15906,17809,0.3337066069428891,1,영덕,7,11,2.822185970636215,-3.5308531967030543
96,경북,영양군,1865,879,5674,15272,7531,7741,0.3098343320408883,1,영양,9,11,0.687532739654273,-2.8686327077747986
97,경북,영주시,17125,7880,25317,97309,47843,49466,0.6225066161077537,1,영주,10,9,0.8339413620528369,-3.9854014598540157
98,경북,영천시,17393,7971,25552,92731,46027,46704,0.6239041953663118,1,영천,12,10,0.36503434665861034,-4.171218306215146
99,경북,예천군,8502,4179,15336,50742,24733,26009,0.5449921752738655,1,예천,10,8,1.2573410586890543,-0.8468595624558928
100,경북,울릉군,1506,632,1972,8200,4436,3764,0.640973630831643,1,울릉,8,13,-4.097560975609754,-8.034528552456838
101,경북,울진군,7500,3309,12405,44272,22032,22240,0.5334945586457074,1,울진,6,11,0.23491145645102574,-5.880000000000002
102,경북,의성군,5802,2597,19316,47133,22823,24310,0.26889625181196936,1,의성,11,11,1.5774510427937982,-5.2395725611857955
103,경북,청도군,5033,2271,14261,38218,18446,19772,0.3184909894116822,1,청도,13,10,1.73478465644461,-4.877806477250152
104,경북,청송군,3120,1324,8408,23031,11451,11580,0.3149381541389153,1,청송,10,11,0.28005731405497114,-7.564102564102565
105,경북,칠곡군,26524,12373,15881,108254,55417,52837,1.558214218248221,0,칠곡,12,9,-1.1916418792839056,-3.351681496003617
106,광주,광산구,108402,54745,33965,392634,195701,196933,3.2236125423229796,0,광주 광산,21,2,0.1568891130161898,0.5018357594878342
107,광주,남구,52095,26643,34372,209133,100399,108734,1.5502734784126615,0,광주 남구,23,2,1.9927510244676871,1.1431039447163838
108,광주,동구,26870,13001,19994,95738,47381,48357,1.3004901470441133,0,광주 동구,23,3,0.5097244563287306,-1.6151842203200595
109,광주,북구,115023,56938,58933,422264,208100,214164,1.9322959971493052,0,광주 북구,22,3,0.7180342155618247,-0.49859593298731686
110,광주,서구,77733,39602,38366,289981,141373,148608,2.064432049210238,0,광주 서구,22,2,1.2474955255689202,0.9461875908558737
111,대구,남구,36403,18059,31219,141016,67453,73563,1.1569236682789328,0,대구 남구,15,9,2.1664208316786726,-0.39145125401752745
112,대구,달서구,142081,69705,72740,549980,269246,280734,1.9165521033819082,0,대구 달서,16,8,1.0444016146041624,-0.9399567852140689
113,대구,달성군,68262,33012,27906,243000,122037,120963,2.36594280799828,0,대구 달성,16,9,-0.22098765432098655,-1.6392722158741324
114,대구,동구,82204,39988,60517,328007,160082,167925,1.3215460118644349,0,대구 동구,15,10,1.195553753425993,-1.3551651987737834
115,대구,북구,113047,54402,56992,425333,210525,214808,1.9091100505334082,0,대구 북구,14,8,0.5034878553980104,-1.8766530735004006
116,대구,서구,39397,18019,34817,167446,83008,84438,1.0350690754516472,0,대구 서구,15,8,0.42700333241761923,-4.263014950376931
117,대구,수성구,88787,44780,60804,405234,195256,209978,1.4729294125386487,0,대구 수성,14,10,1.8164813416445824,0.4353114757791099
118,대구,중구,21428,10915,14236,72483,34690,37793,1.5334363585276762,0,대구 중구,14,9,2.14050191079288,0.9380250140003765
119,대전,대덕구,43677,20568,24547,170822,85844,84978,1.6758055974253472,0,대전 대덕,13,5,-0.2534802308836126,-2.9088536300570067
120,대전,동구,59947,28471,37784,221955,111143,110812,1.5070400169383866,0,대전 동구,14,5,-0.07456466400846962,-2.5063806362286667
121,대전,서구,134767,67755,54211,463747,226805,236942,2.499677187286713,0,대전 서구,16,4,1.0929450756554715,0.27566095557517434
122,대전,유성구,103746,49545,29084,336354,170005,166349,3.4070279191307935,0,대전 유성,15,4,-0.5434750292846235,-2.2439419351107492
123,대전,중구,54807,27469,41168,227181,110975,116206,1.3344830936649825,0,대전 중구,15,5,1.1512846584881609,0.11951028153338594
124,부산,강서구,35490,17626,13407,120451,61117,59334,2.629372715745506,0,부산 강서,18,8,-0.7401349926526135,-0.3353057199211029
125,부산,금정구,59601,28544,43238,228110,111149,116961,1.3203200888107682,0,부산 금정,16,10,1.2739467800622517,-2.108186104259996
126,부산,기장군,37473,18881,22967,154532,75833,78699,1.644185135193974,0,부산 기장,16,12,0.9273160251598411,0.3856109732340629
127,부산,남구,65648,32292,48766,262984,127898,135086,1.324365336504942,0,부산 남구,19,11,1.366623064521033,-0.8103826468437714
128,부산,동구,18886,9163,20349,81089,39342,41747,0.9005847953216374,1,부산 동구,18,10,1.4829384996732031,-1.4825796886582643
129,부산,동래구,61364,30706,43883,254552,123015,131537,1.399448533600711,0,부산 동래,16,11,1.6739212420252003,0.03911087934294066
130,부산,부산진구,93807,47780,62545,339223,162539,176684,1.5278599408425932,0,부산 부산진,17,10,2.0849116952565083,0.9343652392678536
131,부산,북구,69489,33946,42923,276503,135427,141076,1.5817160962654055,0,부산 북구,17,9,1.021507904073371,-1.1491027356847872
132,부산,사상구,54928,26362,33971,209051,104170,104881,1.5520296723676077,0,부산 사상,18,9,0.17005419730113935,-2.0062627439557223
133,부산,사하구,77401,37266,51920,304746,150249,154497,1.4355161787365178,0,부산 사하,19,10,0.6969738733240138,-1.8533352282270266
134,부산,서구,23642,11902,23618,100101,48104,51997,1.0078753493098485,0,부산 서구,19,9,1.9445360186211902,0.34261060823956857
135,부산,수영구,44258,22650,33380,164784,77880,86904,1.3571000599161174,0,부산 수영,20,11,2.7381299155257777,1.177188304939225
136,부산,연제구,50757,25805,35307,197985,94732,103253,1.4617497946582831,0,부산 연제,17,11,2.151930701820848,0.8402781882301924
137,부산,영도구,22954,10617,27636,109458,53656,55802,0.7683456361267912,1,부산 영도,20,10,0.9802846754006111,-3.7466236821469048
138,부산,중구,9289,4458,9567,38566,18759,19807,0.9319535904672311,1,부산 중구,18,11,1.3587097443343854,-2.0077511034557016
139,부산,해운대구,88245,45139,61986,379986,181834,198152,1.4564256445003712,0,부산 해운대,17,12,2.1471843699504722,1.151906623604737
140,서울,강남구,140926,76930,65713,493492,234001,259491,2.3413936359624428,0,서울 강남,8,6,2.5826153210183778,4.588933198983868
141,서울,강동구,114312,58315,59133,403443,196902,206541,1.9723335531767372,0,서울 강동,5,8,1.1945925446717354,1.013891804884881
142,서울,강북구,78369,39639,56516,294143,141759,152384,1.4027532026328828,0,서울 강북,3,5,1.8060943146700703,0.5799487042070228
143,서울,강서구,177038,92400,79180,559359,268057,291302,2.3339227077544833,0,서울 강서,6,4,2.0778247958824325,2.1921847287023177
144,서울,관악구,186005,91377,70663,472796,234870,237926,2.586275702984589,0,서울 관악,7,5,0.3231837832807338,-0.8739012392139978
145,서울,광진구,113351,59479,44612,331747,159187,172560,2.666502286380346,0,서울 광진,6,7,2.0155419642076677,2.4732909281788396
146,서울,구로구,112888,57708,61715,386239,188979,197260,1.8701450214696589,0,서울 구로,9,4,1.0720046396143323,1.119693855857129
147,서울,금천구,67481,32331,34691,219896,110152,109744,1.8639416563373785,0,서울 금천,8,5,-0.09277112816967747,-2.0887360886768125
148,서울,노원구,131084,66657,76136,504967,241951,263016,1.7509982137228117,0,서울 노원,2,6,2.0857798628425184,0.8505996155137141
149,서울,도봉구,81619,41366,55474,315032,152106,162926,1.4913653242960667,0,서울 도봉,2,5,1.7172858630234433,0.6818265354880615
150,서울,동대문구,103780,51838,54777,327897,160582,167315,1.8926921883272176,0,서울 동대문,4,7,1.0266943582893373,-0.050105993447679964
151,서울,동작구,123540,63236,58255,374478,180291,194187,2.1710067805338595,0,서울 동작,6,5,1.8553826927082517,1.1866601910312413
152,서울,마포구,118571,64500,47926,348755,163126,185629,2.6916496265075325,0,서울 마포,5,5,3.2261903055153307,4.3977869799529445
153,서울,서대문구,90833,47970,47748,291958,137971,153987,2.009298818798693,0,서울 서대문,4,5,2.7428602744230313,2.811202976891658
154,서울,서초구,108033,58717,52440,391520,185921,205599,2.239397406559878,0,서울 서초,7,6,2.513026154474862,4.35098534706988
155,서울,성동구,91871,47313,40757,283330,137125,146205,2.3217116078219693,0,서울 성동,5,7,1.602371792609325,1.4993850072384074
156,서울,성북구,123727,64579,65389,418403,200642,217761,1.975225190781324,0,서울 성북,3,6,2.0457549300554767,2.1947513477252323
157,서울,송파구,190322,101198,81962,629275,301491,327784,2.469388253092897,0,서울 송파,6,8,2.089150212546187,3.171992728113404
158,서울,양천구,108836,56142,57720,429819,208741,221078,1.9453222453222454,0,서울 양천,7,4,1.435138977104311,1.5840346944025918
159,서울,영등포구,113318,58287,52455,341509,167114,174395,2.222362024592508,0,서울 영등포,8,4,1.0660041170218015,1.436664960553491
160,서울,용산구,64265,33888,32923,204196,97390,106806,2.0586216322935336,0,서울 용산,6,6,2.3056279261102097,2.7316579786820228
161,서울,은평구,124564,65072,74710,447693,213158,234535,1.741989024227011,0,서울 은평,5,4,2.3874619437873723,2.239812465880997
162,서울,종로구,40758,20957,23700,136649,65594,71055,1.7685232067510548,0,서울 종로,4,6,1.9981851312486754,1.4181265027724654
163,서울,중구,37325,19327,19765,115665,55820,59845,1.955679230963825,0,서울 중구,5,6,1.7399386158301944,1.7803081044876046
164,서울,중랑구,108476,54584,61294,374640,183357,191283,1.781055241948641,0,서울 중랑,4,8,1.057815502882764,0.3189645635901073
165,세종,세종시,93067,47728,29227,321495,159457,162038,3.2660211448318335,0,세종,13,4,0.4014059316630125,1.283483941676422
166,울산,남구,82578,38741,34419,307294,155232,152062,2.251140358522909,0,울산 남구,15,12,-0.5157926936419199,-3.0855675845866957
167,울산,동구,39771,18492,17097,151207,77870,73337,2.1631865239515706,0,울산 동구,14,12,-1.4989385412051026,-3.5038093082899624
168,울산,북구,57905,28030,15219,205269,104664,100605,3.683553452920691,0,울산 북구,13,12,-0.9887026292328627,-1.5931266729988791
169,울산,울주군,48404,22638,27838,207367,105698,101669,1.626409943243049,0,울산 울주,14,11,-0.9714660481175863,-3.231137922485744
170,울산,중구,52459,24879,29334,212450,106869,105581,1.6962569032521988,0,울산 중구,15,11,-0.3031301482701809,-2.574391429497319
171,인천,강화군,9079,4265,19402,60622,30141,30481,0.4396453973817132,1,인천 강화,5,1,0.28042624789680337,-3.0234607335609676
172,인천,계양구,79401,39652,32634,288422,141983,146439,2.4301035729607157,0,인천 계양,7,2,0.772479214484334,-0.06108235412652374
173,인천,남동구,139243,69710,62739,508503,250015,258488,2.2222222222222223,0,인천 남동,10,2,0.8331317612678801,0.06355795264394448
174,인천,동구,13526,6549,12858,60791,30224,30567,1.0186654223051796,0,인천 동구,6,2,0.28211412873616615,-1.5821381043915395
175,인천,미추홀구,110480,52588,62042,391216,195241,195975,1.695238709261468,0,인천 미추홀,9,2,0.09381006911782785,-2.4004344677769742
176,인천,부평구,136229,68137,65451,487471,238604,248867,2.0820766680417413,0,인천 부평,8,2,1.0526780054608387,0.016516307100544747
177,인천,서구,144517,72497,49718,515884,257587,258297,2.9163280904300253,0,인천 서구,6,1,0.06881391940823933,0.16503248752741673
178,인천,연수구,95482,48745,32424,345349,170243,175106,3.0067234147545028,0,인천 연수,10,1,0.7040703751856836,1.0515070903416301
179,인천,옹진군,3675,1291,4623,17746,9801,7945,0.5585117888816785,1,인천 옹진,10,0,-5.229347458582217,-14.87074829931973
180,인천,중구,35567,17264,17176,123549,63147,60402,2.0102468560782487,0,인천 중구,9,1,-1.1108952723211052,-1.4606236117749583
181,전남,강진군,4568,2263,10775,30984,14729,16255,0.42004640371229696,1,강진,24,1,2.462561321972634,-0.45971978984238326
182,전남,고흥군,6823,3131,23336,57330,27685,29645,0.26834076105587934,1,고흥,22,5,1.7094017094017144,-4.111094826322731
183,전남,곡성군,3932,1773,9129,25420,12377,13043,0.38843246795925074,1,곡성,21,3,1.3099921321793828,-4.908443540183111
184,전남,광양시,32494,15237,17573,136701,69766,66935,1.7341375974506346,0,광양,21,5,-1.0354715766526967,-3.108266141441496
185,전남,구례군,3138,1529,7798,22648,10860,11788,0.39215183380353935,1,구례,20,4,2.04874602613917,-1.274697259400892
186,전남,나주시,24039,11951,22275,102246,50367,51879,1.0730415263748596,0,나주,22,1,0.7393932280969406,-0.2849536170389799
187,전남,담양군,6745,3210,12503,39391,19376,20015,0.5134767655762617,1,담양,20,2,0.8110989820009684,-2.4091919940696815
188,전남,목포시,50155,24700,34227,217091,107238,109853,1.4433049931340753,0,목포,22,0,0.6022819923442224,-0.7526667331273051
189,전남,무안군,16346,7887,14833,73190,36499,36691,1.0634396278568057,0,무안,21,1,0.13116545976226135,-1.7496635262449545
190,전남,보성군,4721,2235,13817,35928,17253,18675,0.3235145111095028,1,보성,24,3,1.9789579158316584,-2.6583350984960843
191,전남,순천시,62033,30704,38896,258508,127392,131116,1.578774167009461,0,순천,22,4,0.7202871864700477,-0.5037641255460801
192,전남,신안군,4625,1893,12414,33248,17302,15946,0.304978250362494,1,신안,21,0,-2.0392204042348427,-9.070270270270269
193,전남,여수시,57128,26312,47866,257459,129856,127603,1.0994024986420423,0,여수,23,4,-0.4375453955775488,-3.9420249264808858
194,전남,영광군,8339,4021,13560,46722,22997,23725,0.5930678466076696,1,영광,19,1,0.7790762381747363,-1.7807890634368606
195,전남,영암군,9127,4164,12694,49208,25034,24174,0.6560579801481015,1,영암,23,1,-0.8738416517639402,-4.377122822395091
196,전남,완도군,6845,3027,14341,44786,22541,22245,0.42214629384282826,1,완도,25,2,-0.3304604117358112,-5.777940102264428
197,전남,장성군,6561,3166,11511,38235,18789,19446,0.5500825297541482,1,장성,19,2,0.859160455080421,-1.7451607986587403
198,전남,장흥군,5138,2460,11638,34009,16311,17698,0.4227530503522942,1,장흥,24,2,2.039166103090362,-2.121448034254575
199,전남,진도군,3887,1739,9188,26956,13233,13723,0.3785372224640836,1,진도,24,0,0.9088885591334028,-5.261126833033186
200,전남,함평군,3847,1728,10199,27888,13806,14082,0.3388567506618296,1,함평,20,1,0.49483648881238906,-5.081881985963088
201,전남,해남군,9221,4520,19832,61147,29830,31317,0.45582896329164985,1,해남,23,0,1.2159222856395258,-0.981455373603729
202,전남,화순군,9692,4837,14657,55338,26670,28668,0.6600259261786178,1,화순,21,4,1.8052694351078813,-0.09286009079653157
203,전북,고창군,7410,3451,16964,49705,24257,25448,0.4068615892478189,1,고창,18,1,1.1980686047681322,-3.4278002699055343
204,전북,군산시,58341,28080,44223,253097,126535,126562,1.2699274133369514,0,군산,16,2,0.005333923357453418,-1.8691829073893163
205,전북,김제시,12643,6020,23275,75211,36619,38592,0.5172932330827068,1,김제,17,3,1.3116432436744652,-2.3847188167365365
206,전북,남원시,12442,6092,20231,73845,35836,38009,0.6022440808659977,1,남원,18,5,1.4713250727875993,-1.0368108021218458
207,전북,덕진구,82008,40450,40176,303902,150420,153482,2.0136399840700916,0,전주 덕진,18,3,0.5037808240814456,-0.6755438493805499
208,전북,무주군,3071,1449,7291,21857,10779,11078,0.39747634069400634,1,무주,16,5,0.6839913986365964,-2.8166720937805256
209,전북,부안군,7273,3412,15492,47159,23144,24015,0.4404854118254583,1,부안,17,2,0.9234716597044001,-3.0867592465282536
210,전북,순창군,3732,1942,8467,25304,12130,13174,0.45872209755521437,1,순창,20,3,2.0629149541574465,2.0364415862808127
211,전북,완산구,82950,41666,48062,324110,157102,167008,1.7338437851108983,0,전주 완산,19,3,1.528184875505234,0.23025919228450986
212,전북,완주군,19047,9093,18469,86410,43862,42548,0.9846770263685094,1,완주,17,4,-0.7603286656636954,-2.2601984564498356
